cluster_id_program,Program_Name,Progam,Org,sources,n_sources,M_n_sources,C_n_sources,MSheetID,Street Address.x,City.x,Zip.x,cluster_id_Org,Organization Name,Program Name,Domain Name,Service Factor,Service Type 1,Service Type 2,Phone Number,Fax Number,Website,Mon- Hours,Tues-Hours,Wed-Hours,Thurs-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address.y,City.y,Zip.y,Multiple Locations,Location Eligibility,Population Served,Brief Program Description,Age Range for Services,Specific Eligibility Criteria,Services Provided in other languages,Specify Languages,Services Offered,Duration/Length of Service,Evidence Based,Validated Screening Tools,Fees,Contact Name for Referrals,Phone Number 2,Email Address,Accepted Referral Process,Preferred Referral,Referral Form Provided,Referral Source Response Time,Practice for Following Up with Referring Organization,Current Waitlist,General Waitlist Trends,Duplication Policy,Transportation Policy,Primary Program Contact Name,Phone Number 3,Email address
eaa2a395-1df6-4348-a758-3506e3dcb962,Wellness Academy Recovery Classes,Wellness Academy Recovery Classes,Mental Health Greensboro,C0208;  M0087,2,1,1,M0087,700 Walter Reed Drive,Greensboro,27403.0,b5eb49b4-2ee9-4cdc-aebb-a3ac29dcfe98,Mental Health Greensboro,Wellness Academy Recovery Classes,NA,NA,Adult Mental Health Services,NA,336-373-1402,NA,https://www.mhag.org/wellness-academy/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,700 Walter Reed Drive,Greensboro,27403.0,NA,Multi-County,NA,"The Wellness Academy is a free mental health recovery skills program that educates peers about maintaining wellness, coping with stress, and managing symptoms. Their core courses are evidence-based and built from SAMHSA guidelines designed to teach skills and strategies to help individuals overcome the challenges presented by their diagnoses, and work towards what they consider important in their lives.",18 or older,orientation,yes,spanish and english,"REcovery Skills Classes, Support Groups,One on one peer support, compeer connections, Mental Health First Aid,QPR Suicide Prevention Trainig,Provider Academy,LIFT Peer Support Internships",Various,yes,N/A,N/A,Lee Carter,336-373-1402,lee@mhag.org,"Peer Referral, Schedule Orientaion",NA,NA,NA,WIll contact individuals for orientation and the different programs,No,No,N/A,N/A,Lee Carter,336-373-1402,info@mhag.org
ebfe9414-0a83-4c63-92b5-c63476c1f8f1,Mary's House,Mary's House,Mary's House,M0166,1,1,0,M0166,520 Guilford Ave,Greensboro,27401.0,0ce6259f-c3d6-4295-bc09-4142139bdbd4,Mary's House,Mary's House,Support for a Safe Home,NA,housing,NA,336-275-0820,NA,http://www.onlinegreensboro.com/~maryshouse/,NA,NA,NA,NA,NA,NA,NA,520 Guilford Ave,Greensboro,27401.0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Support for Safe housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ec66c9a0-d8ba-408c-88ae-6fcb3877e7ba,Adopt A Mom,Adopt A Mom,Department of Public Health,M0026;  C0007,2,1,1,M0026,"1203 Maple Street
","Greensboro
",27405.0,b343b89a-1575-429b-a392-46e4f841d0b5,Department of Public Health,Adopt A Mom,NA,NA,Home Visiting Programs,NA,336-641-6775,NA,https://www.guilfordcountync.gov/our-county/human-services/health-department/health-and-wellness/coalition-on-infant-mortality-and-the-adopt-a-mom-program,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,"1203 Maple Street
","Greensboro
",27405.0,NA,Guilford County-Wide,NA,"The Adopt-A-Mom Program is sponsored by the Coalition on Infant Mortality and coordinates prenatal care for low to medium-risk pregnant women who are not eligible for Medicaid, do not have private insurance to cover the cost of care, and cannot afford to pay out of pocket for care.",Prenatal,Women who are pregnant with low to medium risk factors and not eligible for medicade,Yes,English and Spanish,Connect women who do not qualify for Medicaid and have no/limited access to private insurance prenatal care,Throughout pregnancy,NA,NA,NA,Leandra Vernon,336-641-7513,lvernon@guilfordcountync.gov,Intake by phone,NA,NA,NA,NA,NA,NA,NA,NA,Leandra Vernon,336-641-7513,lvernon@guilfordcountync.gov
ee2592a6-2943-4693-8dd1-0b346a720523,Greensboro Child Response Initiative,Greensboro Child Response Initiative,Kellin Foundation,C0060;  M0076,2,1,1,M0076,2110 Golden Gate Drive Suite B,Greensboro,27405.0,24ff8ea8-6525-499e-a371-5ac58ce35e55,Kellin Foundation,Greensboro Child Response Initiative,Support for a Safe Home,Family and Community Safety,Child and Family Mental Health Services,Domestic Violence/Interpersonal Violence Services,336-429-5600,336-850-5600,http://www.kellinfoundation.org/,N/A,N/A,N/A,N/A,N/A,NA,NA,2110 Golden Gate Drive Suite B,Greensboro,27405.0,NA,Greensboro,NA,"A trauma-informed, culturally-competent, and comprehensive coordinated community response for child victims and their families.",Children 0-18 and their families,Children and families who have experienced any kind of trauma or violence,Bilingual staff on-site,English/Spanish,"Safety Planning, Victim Advocacy and Support, Counseling, Referrals, Parent Education About Child Trauma","Varies, depends on the individual",NA,NA,Free,McKenzie Stenberg,336-373-4827,referral@kellinfoundation.org,"Online, Fax",Online,http://www.kellinfoundation.org/uploads/2/6/2/6/26265769/referral_form.pdf,Referral Source must request,NA,None,NA,None,N/A,Kelly Graves,336-429-5600,kelly@kellinfoundation.org
eee5c3bd-0a9f-49bf-8129-6175f212a6a5,Pregnancy/Postpartum Support Group,Pregnancy/Postpartum Support Group,High Point Medical Center- Esther R. Culp Women's Center,M0068;  C0030,2,1,1,M0068,601 N. Elm Street,High Point,27262.0,89f90b7b-1b9d-4736-b127-cd9563d23660,High Point Medical Center- Esther R. Culp Women's Center,Pregnancy/Postpartum Support Group,Support for Health Care,Maternal Health,Postpartum Mental Health,Parent/Caregiver Support Groups,336-609-7383,NA,https://www.wakehealth.edu/Locations/Clinics/e/Esther-R-Culp-Womens-Center,NA,NA,NA,NA,NA,NA,NA,601 N. Elm Street,High Point,27262.0,NA,"High Point, Greater High Point",NA,Hope-Filled Hearts is a support group that aims to offer hope and support to women who are having a hard time with adjustments related to pregnancy and the postpartum period. Meetings will include opportunities for open discussion as well as education on topics related to motherhood. The group is facilitated by licensed professional counselor. Group meets the 1st Wednesday of each month at noon and the third Tuesday at 6:30.,NA,NA,NA,NA,Support group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ef167387-69bd-43f5-90fd-a419c6296f61,Department of Transportation Assessments,Department of Transportation Assessments,Ringer Center,M0103;  C0229,2,1,1,M0103,213 E. Bessemer Avenue,Greensboro,27401.0,04199905-234d-45ce-80e1-43a1194375ae,Ringer Center,Department of Transportation Assessments,NA,NA,Substance Use Services,NA,336-379-7146,NA,https://ringercenter.com/,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,NA,NA,213 E. Bessemer Avenue,Greensboro,27401.0,NA,Greensboro,NA,Ringer Center offers a Department of Transportation Assessment is for clients who have a violation due to positive alcohol and drug test,NA,NA,NA,NA,NA,NA,NA,NA,"Initial assessment: $175
Follow up assessment: $100
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stephen W. Ringer,NA,NA
ef1a5290-3da5-4723-9522-71f899600d86,Child Protective Services,Child Protective Services,Department of Social Services,M0031;  C0015,2,1,1,M0031,1203 Maple Street,Greensboro,27405.0,e7d8f57d-0fa3-4030-b6e4-859fbef0e569,Department of Social Services,Child Protective Services,NA,NA,Social Services,Case Management,336-641-3795,NA,https://www.guilfordcountync.gov/our-county/human-services/health-department/child-health-services/how-wic-works,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,1203 Maple Street,Greensboro,27405.0,NA,Guilford County-Wide,NA,"Child Protective Services (CPS) serves to protect Guilford County’s children, strengthen the ability of families to protect and care for their own children, minimize harm to children and youth, and to ensure permanence in children’s lives. CPS also offers support to intact families, when appropriate, to stabilize the family situation and strengthen the family’s ability to fulfill parental responsibility for children.",Birth - 18,NA,NA,NA,"Emergency Assistance, Heating or Cooling Assistnace, Family Recruitment for Foster and Adoptive Homes, Food Stamps, Guardianship Services, Work First Family Assistance, and Medicaid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myra Thompson,336-641-3094,mthomps@guilfordcountync.gov
f473a558-6b13-47b0-801f-abde06e569b2,Mental Health Greensboro,Mental Health Greensboro,Mental Health Greensboro,C0207;  M0084,2,1,1,M0084,700 Walter Reed Drive,Greensboro,27403.0,b5eb49b4-2ee9-4cdc-aebb-a3ac29dcfe98,Mental Health Greensboro,Mental Health Greensboro,NA,NA,NA,NA,336-373-1402,NA,https://www.mhag.org/,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,NA,NA,700 Walter Reed Drive,Greensboro,27403.0,NA,Multi-County,NA,"Public education services include Mental Health First Aid and QPR Suicide Intervention, and the Provider Academy that provides educational opportunities for healthcare professionals",18 or older,N/A,yes,spanish and english,"Recovery Skills Classes, Support Groups,One on one peer support, compeer connections, Mental Health First Aid,QPR Suicide Prevention Trainig,Provider Academy,LIFT Peer Support Internships",Various,yes,N/A,N/A,Lee Carter,336-373-1402,lee@mhag.org,"Peer Referral, Schedule Orientaion",NA,https://www.mhag.org/calendars/,NA,Will contact individuals for orientation and the different programs,No,No,N/A,N/A,Lee Carter,336-373-1402,info@mhag.org
f6e4fb85-3ac8-4739-ae27-fd17349fb5f8,High Point Housing Authority,High Point Housing Authority,High Point Housing Authority,M0067;  C0168,2,1,1,M0067,500 E. Russell Street,High Point,27260.0,ba2d46e2-23c1-4b6e-96c4-62940b9f490e,High Point Housing Authority,High Point Housing Authority,Support for a Safe Home,Household Saftey/ Material Supports,Housing Services,NA,336-887-2661,NA,https://hpha.net/,8:00am-6:00pm,8:00am-6:00pm,8:00am-6:00pm,8:00am-6:00pm,8:00am-6:00pm,NA,NA,500 E. Russell Street,High Point,27260.0,NA,"High Point, Greater High Point",NA,"Our Mission is to provide eligible families and individuals with adequate and affordable housing, economic advancement, and homeownership opportunities — in a safe, drug-free, suitable, living environment — without discrimination. Towards this goal, we offer a variety of programs, including rental subsidies, urban development investments and affordable housing.",18+,NA,NA,NA,"Adequate and affordable housing, economic advancement, and homeownership opportunities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tonya Atkins,NA,tatkins@hpha.net
f8b66f72-1b24-4caf-acbc-a4d9d9a06af7,Cone Health Behavioral Health - Group Therapy,Cone Health Behavioral Health - Group Therapy,Cone Health Behavioral Health,M0024;  C0194,2,1,1,M0024,"510 N. Elam Avenue, Suite 301",Greensboro,27403.0,d91bbf84-85ee-4b62-bef0-c20fa0a9efb4,Cone Health Behavioral Health,Cone Health Behavioral Health - Group Therapy,Support for Parent(s),Parent Emotional Support,Adult Mental Health Services,NA,336-832-1366,NA,https://www.conehealth.com/services/behavioral-health/outpatient-behavioral-health-care/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,"510 N. Elam Avenue, Suite 301",Greensboro,27403.0,NA,NA,NA,"For adults diagnosed with a mental health condition, Cone Health Behavioral Health's outpatient group therapy programs can help you learn to function better. If someone is interested in getting high quality care without an inpatient stay, consider joining the specialized group for depression, anxiety, bipolar and/or personality disorders.
",Adults,Adults diagnosed with a mental health condition,NA,NA,"Explore ways to cope with depression, anxiety, anger, grief and mood swings; Build self-esteem; Improve relationship skills; Learn how to manage medications",NA,NA,NA,"Yes, will bill to private insurance, will not bill to Medicaid",NA,NA,NA,None/walk-in,NA,NA,NA,NA,NA,NA,NA,NA,Debra Milikan,NA,debra.milikan@conehealth.com
f8c893fa-bca2-478a-94c2-9cd6cd40361a,Interactive Resource Center,Interactive Resource Center,Interactive Resource Center,C0169;  M0073,2,1,1,M0073,407 E Washington Street,Greensboro,27401.0,001d01f2-05e1-4be7-ae95-64c40cdda5be,Interactive Resource Center,Interactive Resource Center,NA,NA,Day Center,NA,336-332-0824,NA,http://interactiveresourcecenter.org/,8am-3pm,8am-3pm,8am-3pm,8am-3pm,8am-3pm,NA,NA,407 E Washington Street,Greensboro,27401.0,NA,Greensboro,NA,"The Interactive Resource Center is Guilford County’s only day resource center for people currently facing, experiencing or coming out of homelessness. They use a whole-person approach to address all aspects of the homeless experience. This means they provide everything from fundamental services to medical and mental health care, case management and employment services. They meet their guests where they are, gather the resources they need to gain shelter and help them create a new path forward. They provide showers, hygiene supplies, laundry, replacement ID's, phone access, mailing address, on site barber shop, storage lockers, professional clothing vouchers, and white flag warming center. They offer resume and job application assistance, GED classes, interview training, and financial literacy assistance.",18 or older,N/A,N/A,N/A,"Path Street Outreach, Medical Clinic, Skilled trade classes, Job skill classes,GED classes, Interview training, Finanical Literacy",N/A,N/A,N/A,N/A,Mia Dixon,336-332-0824,mia@ircgso.org,Depends on needs,N/A,Walkin and Speak with Case Manager Tuesday-Friday From 9am-2pm,N/A,N/A,N/A,N/A,N/A,N/A,Michelle Kennedy,336.369.5691,michelle@ircgso.org
f929e28b-9533-434b-8e9d-d08e8bfee084,Latino Family Center - The Lead Program,Latino Family Center - The Lead Program,YWCA High Point,C0188;  C0054;  M0133,3,1,2,M0133,155 W. Westwood Avenue,HIgh Point,27262.0,59cb0996-4174-429a-81fe-06df98a5e325,YWCA High Point,Latino Family Center - The Lead Program,NA,NA,NA,NA,336-882-4126,NA,https://ywcahp.com/what-we-do/latino-family-center/,N/A,N/A,N/A,N/A,N/A,NA,NA,155 W. Westwood Avenue,HIgh Point,27262.0,NA,"High Point, Greater High Point",NA,"The LEAD program teaches active clients to be proactive in developing leadership skills to help the Latino community grow. Our goal is for participants to represent the Latino community in initiatives throughout High Point.  LEAD hosts cultural programs each year for Dia de lo Ninos (Children’s Day), Dia de los Muertos (Day of the Dead), Latino Festival to share Latino culture and heritage.",No,N/A,Yes,"English, Spanish",NA,As needed,N/A,N/A,Free,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Maria Mayorga,336-882-4126,mmayorga@ywcahp.com
faf63ddb-9c08-44c7-8d24-87a4cdba7d6f,Immigration Legal Services,Immigration Legal Services,World Relief Triad,M0127;  C0182,2,1,1,M0127,"155 Northpoint Avenue, Suite 102",High Point,27262.0,83f39ea8-7174-4565-8f09-928a18c8cf2d,World Relief Triad,Immigration Legal Services,Support for a Safe Home,Family and Community Safety,Immigration Services,Legal Services,336-887-9007,336-887-5245,https://worldrelieftriad.org/ILS,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,NA,NA,"155 Northpoint Avenue, Suite 102",High Point,27262.0,NA,"High Point, Greater High Point",NA,"The World Relief Triad ILS program partners with local churches as well as the wider community to provide affordable, high-quality legal services to immigrants throughout the North Carolina area. World Relief Triad is recognized by the U.S. Department of Justice and its caseworkers can represent clients before the U.S Citizenship and Immigration Services (USCIS). Services provided include: petition to remove conditions on permanent resident status, T/U visa-based adjustments, application for naturalization, certificate of citizenship, replacement of naturalization certificate, sign-up for citizenship Classes, certificate of citizenship for minors, fee waivers (available through USCIS if necessary), medical waivers, petitions for a non-spouse/relative, fiancé visas, fiancé petition, change of address, consular process/immigrant visas, Freedom of Information Act (F.O.I.A.) requests and reviews, replacement of non-immigrant arrival-departure documents, travel documents and employment authorizations. World Relief Triad is a faith-based organization that serves those who are suffering from injustice and poverty, regardless of color, gender, or belief.",NA,NA,NA,NA,"Adjustment of Legal Status, Naturalization, Citizenship Classes, Family Reunification, Change of Address, Consular Process/Immigrant Visas, FOIA Requests and Reviews, Replacement of Non-Immigrant Arrival-Departure Documents, Travel Documents, Employment Authorizations",NA,NA,NA,NA,Shivani Shrivastav,NA,sshrivastav@wr.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shivani Shrivastav,NA,sshrivastav@wr.org
